Document_Party_Role_ID,Document_ID,Role_Code,Party_ID,Party_Name,Department_Name,Person_Name,Position_Name,Contact,Snapshot_Basis
DOC-20210515-0004:RECIPIENT,DOC-20210515-0004,RECIPIENT,BUS-000,株式会社くらし日用品,経理部,鈴木 太郎,出納担当,,document-time-fictional-demo
DOC-20210328-0003:ISSUER,DOC-20210328-0003,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0003:RECIPIENT,DOC-20210328-0003,RECIPIENT,C-1,五越株式会社,経理部,佐藤 健一,買掛金担当,,document-time-fictional-demo
DOC-20210531-0064:ISSUER,DOC-20210531-0064,ISSUER,C-1,五越株式会社,経理部,佐藤 健一,買掛金担当,,document-time-fictional-demo
DOC-20210531-0064:RECIPIENT,DOC-20210531-0064,RECIPIENT,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210228-0003:ISSUER,DOC-20210228-0003,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210228-0003:RECIPIENT,DOC-20210228-0003,RECIPIENT,C-2,今井百貨店,経理部,鈴木 彩,買掛金担当,,document-time-fictional-demo
DOC-20210425-0001:ISSUER,DOC-20210425-0001,ISSUER,C-2,今井百貨店,経理部,鈴木 彩,買掛金担当,,document-time-fictional-demo
DOC-20210425-0001:RECIPIENT,DOC-20210425-0001,RECIPIENT,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0004:ISSUER,DOC-20210328-0004,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0004:RECIPIENT,DOC-20210328-0004,RECIPIENT,C-2,今井百貨店,経理部,鈴木 彩,買掛金担当,,document-time-fictional-demo
DOC-20210525-0001:ISSUER,DOC-20210525-0001,ISSUER,C-2,今井百貨店,経理部,鈴木 彩,買掛金担当,,document-time-fictional-demo
DOC-20210525-0001:RECIPIENT,DOC-20210525-0001,RECIPIENT,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0005:ISSUER,DOC-20210328-0005,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0005:RECIPIENT,DOC-20210328-0005,RECIPIENT,C-2,今井百貨店,経理部,鈴木 彩,買掛金担当,,document-time-fictional-demo
DOC-20210531-0056:ISSUER,DOC-20210531-0056,ISSUER,C-2,今井百貨店,経理部,鈴木 彩,買掛金担当,,document-time-fictional-demo
DOC-20210531-0056:RECIPIENT,DOC-20210531-0056,RECIPIENT,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210228-0004:ISSUER,DOC-20210228-0004,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210228-0004:RECIPIENT,DOC-20210228-0004,RECIPIENT,C-3,株式会社チェック,経理部,田中 誠,買掛金担当,,document-time-fictional-demo
DOC-20210430-0079:ISSUER,DOC-20210430-0079,ISSUER,BANK-MIZUHO,みずほ銀行,みずほ本店,入出金通知担当,担当,,document-time-fictional-demo
DOC-20210430-0079:RECIPIENT,DOC-20210430-0079,RECIPIENT,BUS-000,株式会社くらし日用品,経理部,鈴木 太郎,出納担当,,document-time-fictional-demo
DOC-20210328-0006:ISSUER,DOC-20210328-0006,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0006:RECIPIENT,DOC-20210328-0006,RECIPIENT,C-3,株式会社チェック,経理部,田中 誠,買掛金担当,,document-time-fictional-demo
DOC-20210531-0088:ISSUER,DOC-20210531-0088,ISSUER,BANK-MIZUHO,みずほ銀行,みずほ本店,入出金通知担当,担当,,document-time-fictional-demo
DOC-20210531-0088:RECIPIENT,DOC-20210531-0088,RECIPIENT,BUS-000,株式会社くらし日用品,経理部,鈴木 太郎,出納担当,,document-time-fictional-demo
DOC-20210228-0005:ISSUER,DOC-20210228-0005,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210228-0005:RECIPIENT,DOC-20210228-0005,RECIPIENT,C-4,マークマーケット,経理部,伊藤 直子,買掛金担当,,document-time-fictional-demo
DOC-20210430-0058:ISSUER,DOC-20210430-0058,ISSUER,BANK-MIZUHO,みずほ銀行,みずほ本店,入出金通知担当,担当,,document-time-fictional-demo
DOC-20210430-0058:RECIPIENT,DOC-20210430-0058,RECIPIENT,BUS-000,株式会社くらし日用品,経理部,鈴木 太郎,出納担当,,document-time-fictional-demo
DOC-20210228-0006:ISSUER,DOC-20210228-0006,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210228-0006:RECIPIENT,DOC-20210228-0006,RECIPIENT,C-4,マークマーケット,経理部,伊藤 直子,買掛金担当,,document-time-fictional-demo
DOC-20210430-0059:ISSUER,DOC-20210430-0059,ISSUER,BANK-MIZUHO,みずほ銀行,みずほ本店,入出金通知担当,担当,,document-time-fictional-demo
DOC-20210430-0059:RECIPIENT,DOC-20210430-0059,RECIPIENT,BUS-000,株式会社くらし日用品,経理部,鈴木 太郎,出納担当,,document-time-fictional-demo
DOC-20210328-0007:ISSUER,DOC-20210328-0007,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0007:RECIPIENT,DOC-20210328-0007,RECIPIENT,C-4,マークマーケット,経理部,伊藤 直子,買掛金担当,,document-time-fictional-demo
DOC-20210531-0065:ISSUER,DOC-20210531-0065,ISSUER,BANK-MIZUHO,みずほ銀行,みずほ本店,入出金通知担当,担当,,document-time-fictional-demo
DOC-20210531-0065:RECIPIENT,DOC-20210531-0065,RECIPIENT,BUS-000,株式会社くらし日用品,経理部,鈴木 太郎,出納担当,,document-time-fictional-demo
DOC-20210328-0008:ISSUER,DOC-20210328-0008,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0008:RECIPIENT,DOC-20210328-0008,RECIPIENT,C-4,マークマーケット,経理部,伊藤 直子,買掛金担当,,document-time-fictional-demo
DOC-20210531-0066:ISSUER,DOC-20210531-0066,ISSUER,BANK-MIZUHO,みずほ銀行,みずほ本店,入出金通知担当,担当,,document-time-fictional-demo
DOC-20210531-0066:RECIPIENT,DOC-20210531-0066,RECIPIENT,BUS-000,株式会社くらし日用品,経理部,鈴木 太郎,出納担当,,document-time-fictional-demo
DOC-20210228-0007:ISSUER,DOC-20210228-0007,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210228-0007:RECIPIENT,DOC-20210228-0007,RECIPIENT,C-5,株式会社ＡＢＣ,経理部,高橋 美咲,買掛金担当,,document-time-fictional-demo
DOC-20210430-0060:ISSUER,DOC-20210430-0060,ISSUER,BANK-MIZUHO,みずほ銀行,みずほ本店,入出金通知担当,担当,,document-time-fictional-demo
DOC-20210430-0060:RECIPIENT,DOC-20210430-0060,RECIPIENT,BUS-000,株式会社くらし日用品,経理部,鈴木 太郎,出納担当,,document-time-fictional-demo
DOC-20210228-0008:ISSUER,DOC-20210228-0008,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210228-0008:RECIPIENT,DOC-20210228-0008,RECIPIENT,C-5,株式会社ＡＢＣ,経理部,高橋 美咲,買掛金担当,,document-time-fictional-demo
DOC-20210430-0061:ISSUER,DOC-20210430-0061,ISSUER,BANK-MIZUHO,みずほ銀行,みずほ本店,入出金通知担当,担当,,document-time-fictional-demo
DOC-20210430-0061:RECIPIENT,DOC-20210430-0061,RECIPIENT,BUS-000,株式会社くらし日用品,経理部,鈴木 太郎,出納担当,,document-time-fictional-demo
DOC-20210328-0009:ISSUER,DOC-20210328-0009,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0009:RECIPIENT,DOC-20210328-0009,RECIPIENT,C-5,株式会社ＡＢＣ,経理部,高橋 美咲,買掛金担当,,document-time-fictional-demo
DOC-20210531-0054:ISSUER,DOC-20210531-0054,ISSUER,C-5,株式会社ＡＢＣ,経理部,高橋 美咲,買掛金担当,,document-time-fictional-demo
DOC-20210531-0054:RECIPIENT,DOC-20210531-0054,RECIPIENT,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0010:ISSUER,DOC-20210328-0010,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0010:RECIPIENT,DOC-20210328-0010,RECIPIENT,C-5,株式会社ＡＢＣ,経理部,高橋 美咲,買掛金担当,,document-time-fictional-demo
DOC-20210531-0067:ISSUER,DOC-20210531-0067,ISSUER,BANK-MIZUHO,みずほ銀行,みずほ本店,入出金通知担当,担当,,document-time-fictional-demo
DOC-20210531-0067:RECIPIENT,DOC-20210531-0067,RECIPIENT,BUS-000,株式会社くらし日用品,経理部,鈴木 太郎,出納担当,,document-time-fictional-demo
DOC-20210328-0011:ISSUER,DOC-20210328-0011,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0011:RECIPIENT,DOC-20210328-0011,RECIPIENT,C-5,株式会社ＡＢＣ,経理部,高橋 美咲,買掛金担当,,document-time-fictional-demo
DOC-20210531-0068:ISSUER,DOC-20210531-0068,ISSUER,BANK-MIZUHO,みずほ銀行,みずほ本店,入出金通知担当,担当,,document-time-fictional-demo
DOC-20210531-0068:RECIPIENT,DOC-20210531-0068,RECIPIENT,BUS-000,株式会社くらし日用品,経理部,鈴木 太郎,出納担当,,document-time-fictional-demo
DOC-20210228-0009:ISSUER,DOC-20210228-0009,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210228-0009:RECIPIENT,DOC-20210228-0009,RECIPIENT,C-6,株式会社エントリー,経理部,佐藤 健一,買掛金担当,,document-time-fictional-demo
DOC-20210415-0003:ISSUER,DOC-20210415-0003,ISSUER,BANK-MIZUHO,みずほ銀行,みずほ本店,入出金通知担当,担当,,document-time-fictional-demo
DOC-20210415-0003:RECIPIENT,DOC-20210415-0003,RECIPIENT,BUS-000,株式会社くらし日用品,経理部,鈴木 太郎,出納担当,,document-time-fictional-demo
DOC-20210228-0010:ISSUER,DOC-20210228-0010,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210228-0010:RECIPIENT,DOC-20210228-0010,RECIPIENT,C-6,株式会社エントリー,経理部,佐藤 健一,買掛金担当,,document-time-fictional-demo
DOC-20210415-0004:ISSUER,DOC-20210415-0004,ISSUER,BANK-MIZUHO,みずほ銀行,みずほ本店,入出金通知担当,担当,,document-time-fictional-demo
DOC-20210415-0004:RECIPIENT,DOC-20210415-0004,RECIPIENT,BUS-000,株式会社くらし日用品,経理部,鈴木 太郎,出納担当,,document-time-fictional-demo
DOC-20210228-0011:ISSUER,DOC-20210228-0011,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210228-0011:RECIPIENT,DOC-20210228-0011,RECIPIENT,C-6,株式会社エントリー,経理部,佐藤 健一,買掛金担当,,document-time-fictional-demo
DOC-20210430-0056:ISSUER,DOC-20210430-0056,ISSUER,C-6,株式会社エントリー,経理部,佐藤 健一,買掛金担当,,document-time-fictional-demo
DOC-20210430-0056:RECIPIENT,DOC-20210430-0056,RECIPIENT,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0012:ISSUER,DOC-20210328-0012,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0012:RECIPIENT,DOC-20210328-0012,RECIPIENT,C-6,株式会社エントリー,経理部,佐藤 健一,買掛金担当,,document-time-fictional-demo
DOC-20210515-0005:ISSUER,DOC-20210515-0005,ISSUER,BANK-MIZUHO,みずほ銀行,みずほ本店,入出金通知担当,担当,,document-time-fictional-demo
DOC-20210515-0005:RECIPIENT,DOC-20210515-0005,RECIPIENT,BUS-000,株式会社くらし日用品,経理部,鈴木 太郎,出納担当,,document-time-fictional-demo
DOC-20210328-0013:ISSUER,DOC-20210328-0013,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0013:RECIPIENT,DOC-20210328-0013,RECIPIENT,C-6,株式会社エントリー,経理部,佐藤 健一,買掛金担当,,document-time-fictional-demo
DOC-20210515-0006:ISSUER,DOC-20210515-0006,ISSUER,BANK-MIZUHO,みずほ銀行,みずほ本店,入出金通知担当,担当,,document-time-fictional-demo
DOC-20210515-0006:RECIPIENT,DOC-20210515-0006,RECIPIENT,BUS-000,株式会社くらし日用品,経理部,鈴木 太郎,出納担当,,document-time-fictional-demo
DOC-20210228-0012:ISSUER,DOC-20210228-0012,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210228-0012:RECIPIENT,DOC-20210228-0012,RECIPIENT,C-7,株式会社総合経営,経理部,鈴木 彩,買掛金担当,,document-time-fictional-demo
DOC-20210425-0002:ISSUER,DOC-20210425-0002,ISSUER,BANK-MIZUHO,みずほ銀行,みずほ本店,入出金通知担当,担当,,document-time-fictional-demo
DOC-20210425-0002:RECIPIENT,DOC-20210425-0002,RECIPIENT,BUS-000,株式会社くらし日用品,経理部,鈴木 太郎,出納担当,,document-time-fictional-demo
DOC-20210228-0013:ISSUER,DOC-20210228-0013,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210228-0013:RECIPIENT,DOC-20210228-0013,RECIPIENT,C-7,株式会社総合経営,経理部,鈴木 彩,買掛金担当,,document-time-fictional-demo
DOC-20210425-0003:ISSUER,DOC-20210425-0003,ISSUER,BANK-MIZUHO,みずほ銀行,みずほ本店,入出金通知担当,担当,,document-time-fictional-demo
DOC-20210425-0003:RECIPIENT,DOC-20210425-0003,RECIPIENT,BUS-000,株式会社くらし日用品,経理部,鈴木 太郎,出納担当,,document-time-fictional-demo
DOC-20210328-0014:ISSUER,DOC-20210328-0014,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0014:RECIPIENT,DOC-20210328-0014,RECIPIENT,C-7,株式会社総合経営,経理部,鈴木 彩,買掛金担当,,document-time-fictional-demo
DOC-20210525-0002:ISSUER,DOC-20210525-0002,ISSUER,BANK-MIZUHO,みずほ銀行,みずほ本店,入出金通知担当,担当,,document-time-fictional-demo
DOC-20210525-0002:RECIPIENT,DOC-20210525-0002,RECIPIENT,BUS-000,株式会社くらし日用品,経理部,鈴木 太郎,出納担当,,document-time-fictional-demo
DOC-20210328-0015:ISSUER,DOC-20210328-0015,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0015:RECIPIENT,DOC-20210328-0015,RECIPIENT,C-7,株式会社総合経営,経理部,鈴木 彩,買掛金担当,,document-time-fictional-demo
DOC-20210525-0003:ISSUER,DOC-20210525-0003,ISSUER,BANK-MIZUHO,みずほ銀行,みずほ本店,入出金通知担当,担当,,document-time-fictional-demo
DOC-20210525-0003:RECIPIENT,DOC-20210525-0003,RECIPIENT,BUS-000,株式会社くらし日用品,経理部,鈴木 太郎,出納担当,,document-time-fictional-demo
DOC-20210328-0016:ISSUER,DOC-20210328-0016,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0016:RECIPIENT,DOC-20210328-0016,RECIPIENT,C-7,株式会社総合経営,経理部,鈴木 彩,買掛金担当,,document-time-fictional-demo
DOC-20210531-0059:ISSUER,DOC-20210531-0059,ISSUER,C-7,株式会社総合経営,経理部,鈴木 彩,買掛金担当,,document-time-fictional-demo
DOC-20210531-0059:RECIPIENT,DOC-20210531-0059,RECIPIENT,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210228-0014:ISSUER,DOC-20210228-0014,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210228-0014:RECIPIENT,DOC-20210228-0014,RECIPIENT,C-9,高橋物産株式会社,経理部,伊藤 直子,買掛金担当,,document-time-fictional-demo
DOC-20210415-0005:ISSUER,DOC-20210415-0005,ISSUER,BANK-MIZUHO,みずほ銀行,みずほ本店,入出金通知担当,担当,,document-time-fictional-demo
DOC-20210415-0005:RECIPIENT,DOC-20210415-0005,RECIPIENT,BUS-000,株式会社くらし日用品,経理部,鈴木 太郎,出納担当,,document-time-fictional-demo
DOC-20210228-0015:ISSUER,DOC-20210228-0015,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210228-0015:RECIPIENT,DOC-20210228-0015,RECIPIENT,C-9,高橋物産株式会社,経理部,伊藤 直子,買掛金担当,,document-time-fictional-demo
DOC-20210415-0006:ISSUER,DOC-20210415-0006,ISSUER,BANK-MIZUHO,みずほ銀行,みずほ本店,入出金通知担当,担当,,document-time-fictional-demo
DOC-20210415-0006:RECIPIENT,DOC-20210415-0006,RECIPIENT,BUS-000,株式会社くらし日用品,経理部,鈴木 太郎,出納担当,,document-time-fictional-demo
DOC-20210328-0017:ISSUER,DOC-20210328-0017,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0017:RECIPIENT,DOC-20210328-0017,RECIPIENT,C-9,高橋物産株式会社,経理部,伊藤 直子,買掛金担当,,document-time-fictional-demo
DOC-20210515-0007:ISSUER,DOC-20210515-0007,ISSUER,BANK-MIZUHO,みずほ銀行,みずほ本店,入出金通知担当,担当,,document-time-fictional-demo
DOC-20210515-0007:RECIPIENT,DOC-20210515-0007,RECIPIENT,BUS-000,株式会社くらし日用品,経理部,鈴木 太郎,出納担当,,document-time-fictional-demo
DOC-20210328-0018:ISSUER,DOC-20210328-0018,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0018:RECIPIENT,DOC-20210328-0018,RECIPIENT,C-9,高橋物産株式会社,経理部,伊藤 直子,買掛金担当,,document-time-fictional-demo
DOC-20210515-0008:ISSUER,DOC-20210515-0008,ISSUER,BANK-MIZUHO,みずほ銀行,みずほ本店,入出金通知担当,担当,,document-time-fictional-demo
DOC-20210515-0008:RECIPIENT,DOC-20210515-0008,RECIPIENT,BUS-000,株式会社くらし日用品,経理部,鈴木 太郎,出納担当,,document-time-fictional-demo
DOC-20210328-0019:ISSUER,DOC-20210328-0019,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0019:RECIPIENT,DOC-20210328-0019,RECIPIENT,C-10,合同会社エイム商事,経理部,高橋 美咲,買掛金担当,,document-time-fictional-demo
DOC-20210531-0072:ISSUER,DOC-20210531-0072,ISSUER,BANK-MIZUHO,みずほ銀行,みずほ本店,入出金通知担当,担当,,document-time-fictional-demo
DOC-20210531-0072:RECIPIENT,DOC-20210531-0072,RECIPIENT,BUS-000,株式会社くらし日用品,経理部,鈴木 太郎,出納担当,,document-time-fictional-demo
DOC-20210328-0020:ISSUER,DOC-20210328-0020,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0020:RECIPIENT,DOC-20210328-0020,RECIPIENT,C-11,株式会社斉藤,経理部,佐藤 健一,買掛金担当,,document-time-fictional-demo
DOC-20210520-0001:ISSUER,DOC-20210520-0001,ISSUER,BANK-MIZUHO,みずほ銀行,みずほ本店,入出金通知担当,担当,,document-time-fictional-demo
DOC-20210520-0001:RECIPIENT,DOC-20210520-0001,RECIPIENT,BUS-000,株式会社くらし日用品,経理部,鈴木 太郎,出納担当,,document-time-fictional-demo
DOC-20210328-0021:ISSUER,DOC-20210328-0021,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0021:RECIPIENT,DOC-20210328-0021,RECIPIENT,C-11,株式会社斉藤,経理部,佐藤 健一,買掛金担当,,document-time-fictional-demo
DOC-20210531-0057:ISSUER,DOC-20210531-0057,ISSUER,C-11,株式会社斉藤,経理部,佐藤 健一,買掛金担当,,document-time-fictional-demo
DOC-20210531-0057:RECIPIENT,DOC-20210531-0057,RECIPIENT,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210228-0016:ISSUER,DOC-20210228-0016,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210228-0016:RECIPIENT,DOC-20210228-0016,RECIPIENT,C-12,もみじデパート,経理部,鈴木 彩,買掛金担当,,document-time-fictional-demo
DOC-20210430-0055:ISSUER,DOC-20210430-0055,ISSUER,C-12,もみじデパート,経理部,鈴木 彩,買掛金担当,,document-time-fictional-demo
DOC-20210430-0055:RECIPIENT,DOC-20210430-0055,RECIPIENT,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210228-0017:ISSUER,DOC-20210228-0017,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210228-0017:RECIPIENT,DOC-20210228-0017,RECIPIENT,C-12,もみじデパート,経理部,鈴木 彩,買掛金担当,,document-time-fictional-demo
DOC-20210430-0062:ISSUER,DOC-20210430-0062,ISSUER,C-12,もみじデパート,経理部,鈴木 彩,買掛金担当,,document-time-fictional-demo
DOC-20210430-0062:RECIPIENT,DOC-20210430-0062,RECIPIENT,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0022:ISSUER,DOC-20210328-0022,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0022:RECIPIENT,DOC-20210328-0022,RECIPIENT,C-12,もみじデパート,経理部,鈴木 彩,買掛金担当,,document-time-fictional-demo
DOC-20210531-0058:ISSUER,DOC-20210531-0058,ISSUER,C-12,もみじデパート,経理部,鈴木 彩,買掛金担当,,document-time-fictional-demo
DOC-20210531-0058:RECIPIENT,DOC-20210531-0058,RECIPIENT,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0023:ISSUER,DOC-20210328-0023,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210328-0023:RECIPIENT,DOC-20210328-0023,RECIPIENT,C-12,もみじデパート,経理部,鈴木 彩,買掛金担当,,document-time-fictional-demo
DOC-20210531-0069:ISSUER,DOC-20210531-0069,ISSUER,C-12,もみじデパート,経理部,鈴木 彩,買掛金担当,,document-time-fictional-demo
DOC-20210531-0069:RECIPIENT,DOC-20210531-0069,RECIPIENT,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210228-0018:ISSUER,DOC-20210228-0018,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210228-0018:RECIPIENT,DOC-20210228-0018,RECIPIENT,C-13,阿部商事株式会社,経理部,田中 誠,買掛金担当,,document-time-fictional-demo
DOC-20210415-0007:ISSUER,DOC-20210415-0007,ISSUER,BANK-MIZUHO,みずほ銀行,みずほ本店,入出金通知担当,担当,,document-time-fictional-demo
DOC-20210415-0007:RECIPIENT,DOC-20210415-0007,RECIPIENT,BUS-000,株式会社くらし日用品,経理部,鈴木 太郎,出納担当,,document-time-fictional-demo
DOC-20210228-0019:ISSUER,DOC-20210228-0019,ISSUER,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
DOC-20210228-0019:RECIPIENT,DOC-20210228-0019,RECIPIENT,C-13,阿部商事株式会社,経理部,田中 誠,買掛金担当,,document-time-fictional-demo
DOC-20210430-0054:ISSUER,DOC-20210430-0054,ISSUER,C-13,阿部商事株式会社,経理部,田中 誠,買掛金担当,,document-time-fictional-demo
DOC-20210430-0054:RECIPIENT,DOC-20210430-0054,RECIPIENT,BUS-000,株式会社くらし日用品,営業管理部,山田 花子,売掛金担当,,document-time-fictional-demo
